country,country_code,nutslevel,nuts2016,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Spain,ES,3,ES230,La Rioja,Parliament,2019,EAJ-PNV,NA,NA,NA,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,OTHER,NA,NA,NA,2388,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,PODEMOS-IU,NA,NA,NA,16273,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,56450,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,57485,250213,167549,164934.00
Spain,ES,3,ES230,La Rioja,Parliament,2019,VOX,Voice,Vox,3218,18908,250213,167549,164934.00
Spain,ES,3,ES241,Huesca,Parliament,2019,CHA,NA,NA,NA,2000,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,9244,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,CUP-PR,NA,NA,NA,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,EAJ-PNV,NA,NA,NA,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,OTHER,NA,NA,NA,1813,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,PODEMOS-IU,NA,NA,NA,14035,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,29804,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,38101,172722,114791,113597.00
Spain,ES,3,ES241,Huesca,Parliament,2019,VOX,Voice,Vox,3218,17237,172722,114791,113597.00
Spain,ES,3,ES242,Teruel,Parliament,2019,Â¡TERUEL EXISTE!,NA,NA,NA,19761,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,3732,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,CUP-PR,NA,NA,NA,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,EAJ-PNV,NA,NA,NA,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,OTHER,NA,NA,NA,452,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,PODEMOS-IU,NA,NA,NA,3982,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,17520,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,18934,107467,74661,74130.00
Spain,ES,3,ES242,Teruel,Parliament,2019,VOX,Voice,Vox,3218,9346,107467,74661,74130.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,47001,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,CUP-PR,NA,NA,NA,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,EAJ-PNV,NA,NA,NA,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,M PAIS-CHA-EQUO,NA,NA,NA,23196,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,OTHER,NA,NA,NA,9635,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,PODEMOS-IU,NA,NA,NA,57875,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,119909,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,158326,739573,517639,513284.00
Spain,ES,3,ES243,Zaragoza,Parliament,2019,VOX,Voice,Vox,3218,92353,739573,517639,513284.00
Spain,ES,3,ES300,Madrid,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,323076,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,CUP-PR,NA,NA,NA,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,EAJ-PNV,NA,NA,NA,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,201389,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,OTHER,NA,NA,NA,47919,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,PODEMOS-IU,NA,NA,NA,463629,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,887474,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,957401,5088093,3591464,3563147.00
Spain,ES,3,ES300,Madrid,Parliament,2019,VOX,Voice,Vox,3218,653476,5088093,3591464,3563147.00
Spain,ES,3,ES411,Avila,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,6119,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,CUP-PR,NA,NA,NA,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,EAJ-PNV,NA,NA,NA,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,OTHER,NA,NA,NA,833,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,PODEMOS-IU,NA,NA,NA,6059,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,32527,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,24474,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,VOX,Voice,Vox,3218,17313,136717,94793,93496.00
Spain,ES,3,ES411,Avila,Parliament,2019,XAV,NA,NA,NA,5416,136717,94793,93496.00
Spain,ES,3,ES412,Burgos,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,16214,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,CUP-PR,NA,NA,NA,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,EAJ-PNV,NA,NA,NA,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,OTHER,NA,NA,NA,3084,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,PODEMOS-IU,NA,NA,NA,22058,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,61228,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,64182,298989,201664,198971.00
Spain,ES,3,ES412,Burgos,Parliament,2019,VOX,Voice,Vox,3218,29579,298989,201664,198971.00
Spain,ES,3,ES413,Leon,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,16731,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,CUP-PR,NA,NA,NA,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,EAJ-PNV,NA,NA,NA,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,OTHER,NA,NA,NA,2720,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,PODEMOS-IU,NA,NA,NA,27478,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,74672,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,87896,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,UPL,NA,NA,NA,9588,432073,265711,262679.00
Spain,ES,3,ES413,Leon,Parliament,2019,VOX,Voice,Vox,3218,40884,432073,265711,262679.00
Spain,ES,3,ES414,Palencia,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,5937,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,CUP-PR,NA,NA,NA,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,EAJ-PNV,NA,NA,NA,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,OTHER,NA,NA,NA,1232,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,PODEMOS-IU,NA,NA,NA,7746,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,34195,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,31847,141321,97038,95788.00
Spain,ES,3,ES414,Palencia,Parliament,2019,VOX,Voice,Vox,3218,13816,141321,97038,95788.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,16886,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,CUP-PR,NA,NA,NA,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,EAJ-PNV,NA,NA,NA,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,OTHER,NA,NA,NA,2569,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,PODEMOS-IU,NA,NA,NA,13608,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,67715,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,57481,305536,197673,195170.00
Spain,ES,3,ES415,Salamanca,Parliament,2019,VOX,Voice,Vox,3218,34929,305536,197673,195170.00
Spain,ES,3,ES416,Segovia,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,6861,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,CUP-PR,NA,NA,NA,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,EAJ-PNV,NA,NA,NA,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,OTHER,NA,NA,NA,1413,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,PODEMOS-IU,NA,NA,NA,7901,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,28057,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,25233,119492,86451,85039.00
Spain,ES,3,ES416,Segovia,Parliament,2019,VOX,Voice,Vox,3218,14569,119492,86451,85039.00
Spain,ES,3,ES417,Soria,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,2670,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,CUP-PR,NA,NA,NA,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,EAJ-PNV,NA,NA,NA,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,OTHER,NA,NA,NA,482,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,PODEMOS-IU,NA,NA,NA,3517,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,15247,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,PPSO,NA,NA,NA,1466,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,16043,76827,47248,46410.00
Spain,ES,3,ES417,Soria,Parliament,2019,VOX,Voice,Vox,3218,6264,76827,47248,46410.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,26947,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,CUP-PR,NA,NA,NA,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,EAJ-PNV,NA,NA,NA,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,OTHER,NA,NA,NA,4453,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,PODEMOS-IU,NA,NA,NA,34313,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,PP,People's Alliance-Party / People's Party,Alianza-Partido Popular / Partido Popular,441,91857,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,PSOE,Spanish Socialist Workers Party,Partido Socialista Obrero Espanol,1338,94384,432655,314787,311454.00
Spain,ES,3,ES418,Valladolid,Parliament,2019,VOX,Voice,Vox,3218,56353,432655,314787,311454.00
Spain,ES,3,ES419,Zamora,Parliament,2019,CS,Citizens -- Party of the Citizenry,Ciudadanos - Partido de la Ciudadania,3217,6835,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,CUP-PR,NA,NA,NA,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,EAJ-PNV,NA,NA,NA,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,ECP-GUANYEM EL CANVI,NA,NA,NA,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,EH BILDU,Basque Country Unite,Euskal Herria Bildu / Reunir Euskal Herria,5668,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,ERC-SOBIRANISTES,NA,NA,NA,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,JXCAT-JUNTS,Together for Catalonia,Junts per Catalunya,7421,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,MAS PAIS-EQUO,NA,NA,NA,0,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,OTHER,NA,NA,NA,1471,168268,101334,99791.00
Spain,ES,3,ES419,Zamora,Parliament,2019,PODEMOS-IU,NA,NA,NA,7001,168268,101334,99791.00
